sku,nome,categoria,marca,custo,preco,imposto,descricao,updated_at,pesquisa_1,pesquisa_2,pesquisa_3
44-K4,Jogo Vela Ignicao Iridium Para Bmw 05/12 118i 120i 318i 320i,,,,,,Jogo de vela Original BMW Jogo de 4 peçãs Códigos de Referência 12122158252 Lzfr6h11 Fr7kpp332 MONTADORA VEICULO MOTORIZAÇÃO INICIO FIM BMW 118I 2.0 16V / E87 GASOLINA / GNV 2009 2012 BMW 135I 3.0 / E82 GASOLINA / GNV 2009 2012 BMW 320I 2.0 24V / E90/91/92 GASOLINA / GNV 2005 2009 BMW 550I 4.8 / E60 GASOLINA / GNV 2005 2009 BMW 550I 4.8 / E61 GASOLINA / GNV 2005 2009 BMW 650CI 4.8 V8 / CABRIO E64 GASOLINA / GNV 2005 2009 BMW 650CI 4.8 V8 / E63 GASOLINA / GNV 2005 2009 BMW 750I 4.8 V8 / E65 GASOLINA / GNV 2005 2009 BMW X1 2.0 / SDRIVE18I GASOLINA / GNV 2010 2013 BMW X5 4.8 V8 / E53 / E70 GASOLINA / GNV 2003 2009 BMW X5 4.8IS V8 / E53 GASOLINA / GNV 2006 2009 BMW X6 3.0 / XDRIVE35I E71 GASOLINA / GNV 2008 2009 BMW Z4 2.0 / E85 GASOLINA / GNV 2004 2009 BMW Z4 3.0 / E89 GASOLINA / GNV 2008 2010 PRODUTO NOVO Garantia: 3 Meses PRODUTO A PRONTA ENTREGA QUALQUER DUVIDA FACA PERGUNTA QUE RESPONDO DE IMEDIATO,01/06/2026 08:43,Jogo Vela Ignicao Iridium Ngk Bmw 05/12 118i 120i 318i 320i,Jogo Velas De Ignição Bmw 118i 120i 320i X1 Z4 2.0 Gasolina,
12,Bomba Shadow 600 Combustivel Gasolina Honda Modelo Original,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Bomba Combustivel Shadow 600 Honda -- ESPECIFICAÇÕES TÉCNICAS FUNCIONAMENTO: Pressão: 2-5PSI / 0,15-0,35 Bar Quociente de Vazão: 50-60 Litros por Hora Consumo de Amperagem: 1.0A --- DIMENSÕES: Comprimento Total: 112mm Diâmetro: Aproximadamente 45mm (Não é uniforme) Diâmetro Entrada / Saída: 10mm QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Bomba Combustivel Gasolina Honda Shadow Vt 600 1996 À 2005,Bomba Combustivel Gasolina Honda Shadow Vt 600 1996 À 2005,Bomba Combustivel Gasolina Honda Shadow Vt 600 1996 À 2005
105,Boia Sensor De Nível De Combustivel Honda Crv 2007 A 2011,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Boia Sensor Nível Combustível Honda Cr-v 2007 a 2011 Gasolina Aplica-se aos anos 2007/2008/2009/2010/2011 -O SENSOR DE NÍVEL É RESPONSÁVEL POR INFORMAR AO MÓDULO(UNIDADE DE COMANDO ELETRÔNICA) A QUANTIDADE DE COMBUSTÍVEL QUE SE ENCONTRA NO RESERVATÓRIO PRINCIPAL DO CARRO (TANQUE) O GPTREND FORNECE: -ENTREGA GARANTIDA: COMPRE DE QUEM TEM 100% AVALIAÇÕES POSITIVAS -PRONTA ENTREGA -GARANTIA DE 3 MESES QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Boia Sensor Nivel Combustível Honda Cr-v Crv 2007 2010 2011,Boia Sensor De Nível De Combustivel Honda Crv 2007 A 2011,Sensor Nivel Combustivel Honda Crv 2.0 2007 2008 2009 10 11
23,"Botao Piloto Automático Controle Velocidade Focus Mk 2,5",,,,,,"Controle de velocidade: Este controle de cruzeiro é para Ford/Focus 2 2009-2013, pode ajudar você a controlar a velocidade do carro dentro do cenário de viagem. Tornar a condução mais confortável e segura. Especificações: Material: Plástico + Aço cor: Preto tamanho: 7 cm x 3 cm Comprimento Do cabo: 136 cm",01/06/2026 08:43,Botao Piloto Automático Controle Velocidade Focus Mk 2 5,Botao Piloto Automático Controle Velocidade Ford Focus,
16,Cebolão Interruptor Ventoinha Honda Civic Accord 96 97 98 99,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. Produto: Sensor Cebolão Ventoinha Radiador Honda Civic Fit Accord Crv APLICAÇÃO : HONDA CIVIC 1.5 92/13 ACCORD 2.2 95/13 FIT 1.4 04/08 APLICAÇÕES CIVIC Ano: 96>00 Marca: HONDA Motor: 1.5 1.6 G Cód. Original: 37760P00003 -------------------------------------- FIT Ano: 04>08 Marca: HONDA Motor: 1.4L 8V Cód. Original: 37760P00003 -------------------------------------- ACCORD Ano: 96> Marca: HONDA Motor: 2.2 2.7 16V G Cód. Original: 37760P00004 -------------------------------------- CRV Ano: 00>01 Marca: HONDA Motor: 2.0 16V G Cód. Original: 37760P00004 -------------------------------------- FIT Ano: 04>08 Marca: HONDA Motor: 1.5L 16V Cód. Original: 37760P00004 ACURA CL 2003-2002 ACURA CL 1999 1997 ACURA INTEGRA 2001 1993 ACURA MDX 2002 ACURA RSX 2006-2002 ACURA TL 1999 ACURA TL 2003 ACURA TL 1997-1995 ACURA TSX 2005-2004 HONDA ACCORD 2005-1995 HONDA CIVIC 2005-1992 HONDA CIVIC DEL SOL 1997-1993 HONDA FIT 2004-2008 HONDA 2006-1997 HONDA INSIGHT 2005-2000 HONDA ODYSSEY 2000-1999 HONDA ODYSSEY 2004-2002 HONDA ODYSSEY 1997-1995 HONDA PILOTO 2004-2003 HONDA S2000 2005-2000 ISUZU OASIS 1999-1996 QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Sensor Cebolão Ventoinha Radiador Honda Civic 1.7 Fit Crv,Sensor Cebolão Radiador Honda Civic 1.7 2002 2003 2004 2005,Sensor Cebolão Ventoinha Radiador Honda Civic Fit Accord Crv
81-K,Jogo 2 Lâmpada Xenon Farol Corolla Seg Altis D4r 6000k Toyot,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. > Informações técnicas: - Potência: 35w - Tensão: 12v - Temperatura de cor: 6000K - Aplicação: qualquer veículo que utiliza lâmpadas D4R > Observações Gerais - Valor Referente a 2 lâmpadas (PAR) QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Par Lampada Xenon Corolla D4r 35w Altis Seg Original Toyota,Jogo 2 Lâmpada Xenon Farol Corolla Seg Altis D4r 6000k Toyot,Par De Lampada Xenon D4r Toyota Corolla Altis 2011 2012 2013
44-1,Valvula Moduladora Solenoide Turbina Nissan Frontier 16v 2.5,,,,,,"Valvula Moduladora Solenóide Turbina Nissan Frontier 2.5 Sel Características: - Marca: Nissan Original - Modelo: Solenoide Aplica-se nos veículos: - Frontier 2007-2012 - Pathfinder 2007-2012 Referências: - Código original: 14956-EB300, 14956-EB30A, 14956-EB70B, 14956-EB70A Conteúdo da embalagem: - 01 Solenoide Garantia: - Garantia de 90 dias contra defeitos de fabricação",01/06/2026 08:43,Valvula Solenoide Moduladora Turbina Niss Frontier 2.5 2007.,Valvula Solenoide Moduladora Turbina Niss Frontier 2.5 16v,Valvula Moduladora Solenóide Turbina Frontier 2.5
32-K,Radiador Honda Cb 600 Hornet 2005 2006 2007 ( Novo ),,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. ""RADIADOR DE ÁGUA NOVO (IMPORTADO)"" HONDA HORNET 600 2005 2006 2007 ""INCLUSO TAMPA+TERMOSTATO(CEBOLINHA)"" PRIMEIRA LINHA DE ALTÍSSIMA QUALIDADE ENCAIXE 100%PERFEITO, IDÊNTICO AO ORIGINAL MESMO MATERIAL DO ORIGINAL (ALUMÍNIO) GARANTIA TOTAL DE SATISFAÇÃO A PRONTA ENTREGA E ENVIO IMEDIATO .......................................................................................................................................................................... TEMOS DIVERSAS PEÇAS PARA ESSE MODELO .......................................................................................................................................................................... TRABALHAMOS COM PEÇAS E ACESSÓRIOS EM GERAL PARA MOTOS NACIONAIS E IMPORTADAS A PARTIR DE 600 CC. TODAS AS PERGUNTAS SERÃO RESPONDIDAS O MAIS BREVE POSSÍVEL,TIRE TODAS AS DÚVIDAS ANTES DA COMPRA. FAÇA SEU ORÇAMENTO!!!!!!! QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mais de 5 anos no mercado e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Radiador Para Honda Cb 600 Hornet 2005 2006 2007 ( Novo ),Radiador Cebolinha Honda Cb 600 Hornet 2005 2006 2007,Radiador Honda Cb 600 Hornet 2005 A 2007
49,Bucha Reparo Da Coluna Direção Elétrica I30 Elantra Soul,,,,,,"BUCHA CAIXA DIREÇÃO PEÇA NOVA, IMPORTADA DE EXCELENTE QUALIDADE ! Aplicação: Hyundai: - I30; - elantra; - veloster. Kia: - soul Número da Peça: 5516 3 MESES DE GARANTIA CONTRA DEFEITO DE FABRICAÇÃO. PEÇA A PRONTA ENTREGA. ENVIO IMEDIATO!",01/06/2026 08:43,Bucha Reparo Da Coluna De Direção Eletrica I30 2.0 2009/2012,Bucha Reparo Da Coluna Direção Elétrica I30 Elantra Soul,Bucha Coluna Direção Hyundai I30 Azera Veloster Sonata
44-K,Jogo Vela Ignicao Iridium Compatível Bmw 118i 120i 318i 320i,,,,,,Jogo de vela compatível BMW Jogo de 4 peças Códigos de Referência 12122158252 Lzfr6h11 Fr7kpp332 MONTADORA VEICULO MOTORIZAÇÃO INICIO FIM BMW 118I 2.0 16V / E87 GASOLINA / GNV 2009 2012 BMW 135I 3.0 / E82 GASOLINA / GNV 2009 2012 BMW 320I 2.0 24V / E90/91/92 GASOLINA / GNV 2005 2009 BMW 550I 4.8 / E60 GASOLINA / GNV 2005 2009 BMW 550I 4.8 / E61 GASOLINA / GNV 2005 2009 BMW 650CI 4.8 V8 / CABRIO E64 GASOLINA / GNV 2005 2009 BMW 650CI 4.8 V8 / E63 GASOLINA / GNV 2005 2009 BMW 750I 4.8 V8 / E65 GASOLINA / GNV 2005 2009 BMW X1 2.0 / SDRIVE18I GASOLINA / GNV 2010 2013 BMW X5 4.8 V8 / E53 / E70 GASOLINA / GNV 2003 2009 BMW X5 4.8IS V8 / E53 GASOLINA / GNV 2006 2009 BMW X6 3.0 / XDRIVE35I E71 GASOLINA / GNV 2008 2009 BMW Z4 2.0 / E85 GASOLINA / GNV 2004 2009 BMW Z4 3.0 / E89 GASOLINA / GNV 2008 2010 PRODUTO NOVO Garantia: 3 Meses PRODUTO A PRONTA ENTREGA QUALQUER DUVIDA FACA PERGUNTA QUE RESPONDO DE IMEDIATO Garantia do vendedor: 90 dias,01/06/2026 08:43,Jogo Vela Ignicao Iridium Compatível Bmw 118i 120i 318i 320i,Jogo 2 Velas Ignição Iridium Ix Vulcan Vn 900 2009 2010 2011,
4-1,Cambio Manual Manopla Ford Focus 2009 A 2013 Preto,,,,,,Manopla De Câmbio Manual Manopla montagem de ROSCA nao e encaixe FORD KA HATCH / SEDAN 2014 A 2018 FIESTA HACH / SEDAN 2014 2015 2016 2017 2018 FORD FOCUS 1.6 2015 FOCUS SE PLUS 1.6 MANUAL 2018 FOCUS HATCH / SEDAN 2009 2010 2011 2012 2013 OBS: O produto deve ser instalado por um profissional. Não nos responsabilizamos por problemas causados pela tentativa de instalação incorreta. Envio imediato. Método de envio: Mercado envios via transportadora. Garantia do vendedor: 90 dias,01/06/2026 08:43,Manopla Cambio Manual Ford Focus 2009 2010 2011 2012 2013,Manopla De Câmbio Ford Focus Ano 2009 Até 2019,Manopla Bola Câmbio Preta Ford Ka Hatch Sedan 2015 16 A 2019
100,Cabo Auxiliar Aux Cd Original Fiat Punto Linea P2 Stereo,,,,,,"PRODUTO DISPONÍVEL EM PRONTA ENTREGA E ENVIO IMEDIATO. VOCÊ ESTA PROTEGIDO PELA GARANTIA DE FABRICAÇÃO E DEVOLUÇÃO SEM CUSTOS. CB10 - Cabo Auxiliar Para Radio Original Do Fiat Punto Compatível com a linha FIAT, PUNTO, LINEA, STILLO, Outros... Ligue seu Celular Smartphone e use serviços como SPOTIFY, DEEZER entre outros, diretamente no som do seu carro, o funcionamento é muito simples, basta seu aparelho CD Original da Fiat ter a função AUX no menu principal. É muito importante saber se o seu aparelho é compatível com o cabo, seu radio tem que ser igual a uma das imagens da variação do anuncio e possuir a função auxiliar. CARACTERÍSTICAS: - Tipo de Cabo: AUX P2 - Modelo do Carro: FIAT - Tamanho: 1,2 Metros - Peso Liquido Aproximado: 60g (Sem Embalagem) - Garantia do Fornecedor: 90 dias - Fabricante: Tecnotronics - Compatibilidade: Rádio FIAT com a opção AUX no menu INSTALAÇÃO: A instalação é muito simples, basta retirar o aparelho do painel plugar o conector do cabo AUXILIAR no aparelho original e plugar a outra extremidade P2 na entrada de fone de ouvido do seu smartphone. ACOMPANHA: 01 x Cabo Auxiliar IMPORTANTE: Para o funcionamento da Interface, é necessário que o aparelho tenha a função AUXILIAR, ou seja, que no display escreva AUX. Garantia do vendedor: 90 dias QUALQUER COMPRA EFETUADA ATÉ AS 12:30 SERÁ ENVIADA NO MESMO DIA! APROVEITE E COMPRE AGORA, NOSSO ESTOQUE PODE ACABAR A QUALQUER MOMENTO! QUEM SOMOS? Nossa empresa está mercado a mais de 5 anos no mercado livre e é certificada como um dos melhores vendedores do site, agilidade experiência e qualidade no serviço resumem nosso trabalho. ATENÇÃO AO CLIENTE: Prezamos pela agilidade e presteza no atendimento ao cliente, por isso, nossa taxa de respostas no site é uma das melhores respondemos as suas dúvidas dentro de 07/15 minutos, a partir das 09 ás 19hrs de segunda a sexta, e aos sábados e domingos das 10 ás 14hrs. Podendo ficar a vontade para tirar suas dúvidas em qualquer horário. Fique a vontade para tirar qualquer dúvida, nossa equipe está á disposição e responderá o mais breve possível. GRUPO TRENDMINAS™ - Aqui você pode confiar.",01/06/2026 08:43,Cabo Auxiliar Carro Fiat Para Rádio Original Punto Palio,Cabo Auxiliar P2 Fiat Punto Linea,Cabo Auxiliar Aux Cd Original Fiat Punto Linea P2 Stereo
134,Mangueira Retorno Bico Injetor Sprinter 311 415 515 2012-19,,,,,,Se encaixa para mercedes sprinter om651 2.1 diesel Sprinter W204 W212 W906 W639 WeChat Image_20200115122132 651958 M651 DE22 651916 M651 D22 651924 M651 D22 651912 M651 D22G4 651930 M651 D22 651901 M651 D18 651955 M651 D22 651961 M651 D22 G 651956 M651 D22 R 651957 M651 D22 G 651980 M651 D22 G 651925 M651 D22 R 651940 M651 D22 651960 M651 D22 G 4 651950 M651 D22 651921 M651 D22 651911 M651 D22 G 651913 M651 D22R JK IMPORTS,01/06/2026 08:43,Mangueira De Retorno Dos Bicos Sprinter 415/515 Original,Mangueira De Retorno Dos Bicos Sprinter 311 / 415 / 515,Mangueira Retorno Bico Injetor Sprinter 311 415 515 2012-19
141,Hub Rj45 2 Usb-c Hdmi Cinza 13cm 8 Conectores Cinza,,,,,,"Cabo da marca Baseus, Mechanical, para computadores com entradas USB-C, especialmente para aqueles que contam somente com entradas deste tipo, como é o caso dos Macbook. Tem um comprimento de 13cm de cabo mais 15cm de estrutura, e pode ser usado como apoio para o seu notebook. Esta cabo possui oito portas, duas portas USB3.0, As portas USB3.0 são recomendadas para transferência de dados mais rápida de 5 GBps, mais indicada para conectar dispositivos de armazenamento externos como pendrives e HDs externos ou ainda periféricos como impressoras, mouses, teclados e controles; uma porta HDMI 4K, que permite que você espelhe o seu notebook a monitores e TVs com alta qualidade; uma porta gigabit RJ45 para conectar um cabo de rede; e duas entrada USB-C (type-C) PD para carregamento rápido de ate 87W . Fabricado em alumínio e cabo de TPE que oferece flexibilidade e resistência. Especificações do Produto: Marca: Baseus Modelo: Mechanical Código: 1081024 Referência: CAHUB-J0G Tamanho: 15 cm x 2,5 cm x 1,5 cm + Cabo 13cm Peso: 63g Material: Alumínio Conector Entrada: USB-C (Type-C) Conector Saída: 2x USB 3.0, 3.1 HDMI 4K, RJ45, USB-C, SD Velocidade: 5GBS Corrente: 5V HDMI: HD 4K 30Hz Cores: Cinza Compatibilidade: Aparelhos notebook com conector de entrada Type-C como Mackbook, Mackbook Pro, Dell xps, Pixel2 Chrome, Elite X2, Samsung 900xsl, Mi Air, Huawai MateBook. e outros computadores compatíveis com o conector USB-C e as portas que ele fornece. JK IMPORTS",01/06/2026 08:43,Hub 8 Em 1 Type-c Hdmi 4k Rj45 Internet Macbook Pro M1 Air,Hub Usb C 8 Portas 4k Carregador 2 Usb-c 3.0 Rj45 Lan,Adaptador Hub Para Macbook Air M1 M2 8 Em 1 Usb-c Hdmi 4k
158,Sensor Pressão Flauta Rail Renault 2.5 0281002908 Original,,,,,,"SENSOR DE PRESSÃO RAIL FLAUTA APLICAÇÃO RENAULT MASTER 2.5 2004 2011 GENERAL MOTORS BLAZER 2.8 8V M; S10 2.8 8V M; NISSAN FRONTIER 2.8 2005/2008 RENAULT MASTER 2.5 16V 2004/2006 VOLKSWAGEN DELIVERY WORKER VOLVO VM 210 VM260 VM310 MOTOR MWM 9 0691 51 0 0002 CÓDIGO DA PEÇA: 0281002908 SIMILIARES: BOSCH 0 281 002 920 0281002920 BOSCH 0 281 002 720 0281002720 BOSCH 0 281 002 834 0281002834 MERCEDES BENZ A 006 153 78 28 A0061537828 RENAULT 82 00 418 270 8200418270 RENAULT 77 01 068 400 7701068400 RENAULT 82 00 418 820 8200418820 MARCA: BOSCH PRODUTO NOVO NA CAIXA!!! FRETE GRÁTIS!!! COM A GARANTIA DE 3 MESES!!! QUALQUER DUVIDA ESTAMOS A DISPOSICAO Antes de efetuar a compra, tire todas as suas duvidas com o vendedor, confira os códigos do produto com o da sua peça, mostre todas as fotos disponíveis no anuncio ao seu técnico para não comprar o produto errado, evitando assim transtornos para ambas as partes. JK IMPORTS",01/06/2026 08:43,Sensor Pressao Rail Flauta Master 2.5 0281002908 0281002734,Sensor Pressao Rail Flauta Master 2.5 0281002908 0281002734,Sensor De Pressão Flauta S10 Blazer Frontier 2.8 Mwm
203,Valvula Reguladora Sprinter 415 515 311 Original A6510740084,,,,,,"VÁLVULA REGULADORA DE PRESSÃO - IMV APLICAÇÃO: MERCEDES BENZ SPRINTER 415 MERCEDES BENZ SPRINTER 515 CÓDIGO DA PEÇA: 9109-946 MARCA: ORLTL ------------------------------------------------------------------------------------------------- 1- Como Calcular seu Frete? R: Trabalhamos com cálculo de frete gerado junto ao Mercado Envios, em caso do produto não possuir Mercado Envios consulte-nos informando seu CEP no campo de perguntas. 2 - A mercadoria está disponível à pronta entrega? R: Em sua maioria sim, mas para ter certeza consulte-nos o estoque no campo de perguntas. 3 - O produto pode ser retirado? R: Sim, basta solicitar a opção no campo de perguntas. 4 - Qual o horário de atendimento? R: Segunda à sexta-feira das 8h às 18h (Horário de Brasília / Exceto feriados). 5 - Qual o prazo de postagem? R: Se o pagamento for confirmado até as 11h em dias úteis, envio imediato. -------------------------------------------------------------------------------------------------------------- Retire suas dúvidas antes de realizar a compra! ATENÇÃO: - Não nos responsabilizamos pelo mau uso ou instalação indevida do produto. - Recomendamos que a instalação seja realizada por um profissional especializado.",01/06/2026 08:43,Válvula Reguladora Hr Bongo Sprinter 415 515 2 5 28233374,Valvula Reguladora Bomba Hr Kia Bongo Sprinter 9109 946 C/nf,Válvula Reguladora Sprinter 2 2 415 515 Hr 2.5 7135 818
151,Vela De Ignicao Bosch Zr5tpp33-s 12120037580 Bmw,,,,,,"Vela de Ignição BMW PEÇO UNITARIO BMW 550 / 650 / 750 / 760 / X5 / X6 - Motor 4.4 - 32V Ns Originais: zr5tpp33 , 12120037580 , HYBRI 7 , 12120037581 , 7601235 , 7601236 PRODUTO NOVO, ORIGINAL BOSCH, COM GARANTIA DE 3 MESES. APLICAÇÕES X5 Ano: 10> Marca: BMW - Motor: 4.4 32V Cód. Original: 12120037580 Observação: 32V -------------------------------------- BMW Ano: 10> Marca: BMW Motor: 4.4 32V HYBRI 7 Cód. Original: 12120037580 Observação: 32V -------------------------------------- BMW X6 Ano: 08> Marca: BMW Motor: 4.4 32V Cód. Original: 12120037581 Observação: 32V -------------------------------------- 750I - Ano: 08> Marca: BMW Motor: 4.4 32V Cód. Original: 12120037581 Observação: 32V -------------------------------------- 550I Ano: 10> Marca: BMW Motor: 4.4 32V Cód. Original: 12120037581 Observação: 32V -------------------------------------- 650I Ano: 11> Marca: BMW Motor: 4.4 32V Cód. Original: 7601235 Observação: 32V -------------------------------------- 760I LI Ano: 09> Marca: BMW Motor: 6.0 32V Cód. Original: 7601236 Observação: 32V Atenção Senhores Compradores. Antes de efetuar a compra, tire todas as suas duvidas com o vendedor, confira os códigos do produto com o da sua peça, mostre todas as fotos disponíveis no anuncio ao seu técnico para não comprar o produto errado, evitando assim transtornos para ambas as partes. JK IMPORTS",01/06/2026 08:43,Vela De Ignicao Bmw 320i 2015,12120037580,vela bmw
