sku,nome,categoria,marca,custo,imposto,preco,descricao,mlb_principal,mlb_ids,qtd_anuncios_mlb,updated_at,sku_key,cg_unnamed: 0,cg_sku,cg_oem,cg_product name,cg_product description,cg_tradução ptbr  ou nome na bling,cg_material,cg_material ptbr,cg_embalagem individual,cg_embalagem individual ptbr,cg_medidas individuas,cg_unnamed: 12,cg_unnamed: 13,cg_m³ individual,cg_peso individual,cg_individual size,cg_para quer serve,cg_onde será ultilizado,cg_finalizade,"cg_país do 
fabricante / produtor","cg_fabricante/produtor 
conhecido",cg_nome (fabricante / produtor),"cg_logradouro 
(fabricante / produtor)","cg_número 
(fabricante / produtor)","cg_cidade 
(fabricante / produtor)","cg_complemento 
(fabricante / produtor)","cg_estado 
(fabricante / produtor)","cg_denominação 
do produto","cg_detalhamento complementar 
do produto",titulos_anuncios_mlb,gtins_mlb,custos_frete_mlb,modalidades_mlb,custo_attr,imposto_attr,foto
449-1,"Upper grille of the vehicle's bumper, chrome finish.",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",72.86,24.0,,"Grade superior do para-choque do veículo, acabamento cromado. Material: Plástico, caixa de papelão.",MLB4540101233,MLB4540101233|MLB4540104563|MLB6477438106|MLB6477590784|MLB6477646248,5.0,25/03/2026 12:53,449-1,SKU 449-1,449-1,SKU 449-1,"Upper grille of the vehicle's bumper, chrome finish.","Upper grille of the vehicle's bumper, chrome finish., Material: Plastic, cardboard box","Grade superior do para-choque do veículo, acabamento cromado. Material: Plástico, caixa de papelão.",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,"Grade superior do para-choque do veículo, com acabamento cromado.",Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Grade superior do para-choque do veículo, com acabamento cromado.","Grade superior do para-choque do veículo, acabamento cromado. Material: Plástico, caixa de papelão.",Grade Para Choque Superior Cruze Fr Cromado 10/14 Cód 12102 Preto || Grade Superior C/ Friso Cromado Dianteira Cruze 2010 A 2014 Preto || Grade Superior Cruze 2010 2011 2012 2013 2014 Friso Cromado Preto || Grade Superior Cruze Hatch/sedan 2010 2011 2012 2013 2014 Preto,,"R$ 20,75|R$ 23,65",Clássico|Premium,72.86,24.0,cadastro_fotos/449-1.png
449-2,"Lower grille of the vehicle's bumper, chrome finish.",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",72.86,24.0,,"Grade inferior do para-choque do veículo, acabamento cromado. Material: Plástico, caixa de papelão.",,,,25/03/2026 12:53,449-2,SKU 449-2,449-2,SKU 449-2,"Lower grille of the vehicle's bumper, chrome finish.","Lower grille of the vehicle's bumper, chrome finish., Material: Plastic, cardboard box","Grade inferior do para-choque do veículo, acabamento cromado. Material: Plástico, caixa de papelão.",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Grade inferior do para-choque do veículo, com acabamento cromado.","Grade inferior do para-choque do veículo, acabamento cromado. Material: Plástico, caixa de papelão.",,,,,72.86,24.0,cadastro_fotos/449-2.png
449-K,Upper and lower vehicle bumper grille,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",145.72,24.0,,"Grade superior e inferior do para-choque do veículo, Material: Plástico, caixa de papelão",MLB4944444726,MLB4944444726|MLB4944482982,2.0,25/03/2026 12:53,449-K,SKU 449-K,449-K,SKU 449-K,Upper and lower vehicle bumper grille,"Upper and lower vehicle bumper grille, Material: Plastic, cardboard box","Grade superior e inferior do para-choque do veículo, Material: Plástico, caixa de papelão",Material: Plastic,Material: Plástico,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Grade superior e inferior do para-choque do veículo,"Grade superior e inferior do para-choque do veículo, Material: Plástico, caixa de papelão",Kit Grade Inferior + Grade Superior Chevrolet Malibu 2013 Cinza,7895141639904,"R$ 49,35",Clássico|Premium,145.72,24.0,cadastro_fotos/449-K.png
450,Vehicle power steering pump,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",248.0,24.0,,"Bomba de direção hidráulica para veículo, Material: Metal, caixa de papelão",MLB3790875155,MLB3790875155|MLB3790877175|MLB4090357929,3.0,25/03/2026 12:53,450,SKU 450,450,SKU 450,Vehicle power steering pump,"Vehicle power steering pump, Material: Metal, cardboard box","Bomba de direção hidráulica para veículo, Material: Metal, caixa de papelão",Material: Metal,Material: Metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Bomba de direção hidráulica do veículo,"Bomba de direção hidráulica para veículo, Material: Metal, caixa de papelão",Bomba De Direção Hidráulica Peugeot 206 / 207 || Bomba De Direção Hidráulica Peugeot 206 / 207 2008 A 2015 || Bomba De Direção Hidráulica Peugeot 206 207 Citroen Xsara,"7895141639775|7895141639775,7895141639508","R$ 26,25",Clássico|Premium,248.0,24.0,cadastro_fotos/450.png
451,,,,421.64,24.0,,,,,,25/03/2026 12:53,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.64,24.0,
451-1,Front suspension trays for vehicles- Rigth side,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",238.19,24.0,,"Bandejas de suspensão dianteira para veículos - Lado direito, Material: Metal, saco plástico",-,-|MLB4000715459|MLB4000895541,3.0,25/03/2026 12:53,451-1,SKU 451-1,451-1,SKU 451-1,Front suspension trays for vehicles- Rigth side,"Front suspension trays for vehicles- Rigth side, Material: Metal, plastic bag","Bandejas de suspensão dianteira para veículos - Lado direito, Material: Metal, saco plástico",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Bandejas de suspensão dianteira para veículos - Lado direito,"Bandejas de suspensão dianteira para veículos - Lado direito, Material: Metal, saco plástico",- || Bandeja Dianteira Ford Fusion 2.0 Lado Direito 2013 A 2017 Dianteiro Direito || Bandeja Dianteira Ford Fusion Lado Direito 2013 A 2017 Dianteiro Direito,7895141639508|7895141645455,"-|R$ 28,35",-|Clássico|Premium,238.19,24.0,cadastro_fotos/451-1.png
451-2,Front suspension trays for vehicles- Left side,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",238.19,24.0,,"Bandejas de suspensão dianteira para veículos - Lado esquerdo, Material: Metal, saco plástico",-,-|MLB3998163089,2.0,25/03/2026 12:53,451-2,SKU 451-2,451-2,SKU 451-2,Front suspension trays for vehicles- Left side,"Front suspension trays for vehicles- Left side, Material: Metal, plastic bag","Bandejas de suspensão dianteira para veículos - Lado esquerdo, Material: Metal, saco plástico",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Bandejas de suspensão dianteira para veículos - Lado esquerdo,"Bandejas de suspensão dianteira para veículos - Lado esquerdo, Material: Metal, saco plástico",- || Bandeja Dianteira Ford Fusion Lado Esquerdo De 2013 Até 2017 Esquerdo,7895141639508|7895141645448,"-|R$ 44,05",-|Premium,238.19,24.0,cadastro_fotos/451-2.png
451-K,Pair of front suspension trays for vehicles,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",476.38,24.0,,"Conjunto de duas bandejas de suspensão dianteira para veículos. Material: Metal, saco plástico.",MLB3792233449,MLB3792233449|MLB3999326941|MLB4939545646|MLB4939557412,4.0,25/03/2026 12:53,451-K,SKU 451-K,451-K,SKU 451-K,Pair of front suspension trays for vehicles,"Pair of front suspension trays for vehicles, Material: Metal, plastic bag","Conjunto de duas bandejas de suspensão dianteira para veículos. Material: Metal, saco plástico.",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Conjunto de duas bandejas de suspensão dianteira para veículos,"Conjunto de duas bandejas de suspensão dianteira para veículos. Material: Metal, saco plástico.",Kit Par Bandeja Dianteira Fusion 2013 2014 2015 2016 2017 - || Par Bandeja Dianteira Fusion 2013 2014 2015 2016 2017 Kit || Par Bandeja Fusion Dianteira 2.0/2.5 16v/3.0 2013 Até 2018 || Par De Bandeja Dianteira Ford Fusion 2.0 2013 2014 2015 2016,"4771426400465,7895141639522","R$ 68,65|R$ 70,25|R$ 91,15",Clássico|Premium,476.38,24.0,cadastro_fotos/451-K.png
452,Vehicle power steering oil reservoir,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",39.02,24.0,,"Reservatório de óleo da direção hidráulica do veículo, Material: Plástico, caixa de plástico",MLB3783467275,MLB3783467275|MLB3833309681|MLB4936573640,3.0,25/03/2026 12:53,452,SKU 452,452,SKU 452,Vehicle power steering oil reservoir,"Vehicle power steering oil reservoir, Material: Plastic, plastic box","Reservatório de óleo da direção hidráulica do veículo, Material: Plástico, caixa de plástico",Material: Plastic,Material: Plástico,plastic box,caixa de plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Reservatório de óleo da direção hidráulica do veículo,"Reservatório de óleo da direção hidráulica do veículo, Material: Plástico, caixa de plástico",Reservatorio De Oleo Da Hidraulica Fiesta Rocam 2002 A 2014 || Reservatório De Óleo De Direção Hidra Fiesta 2002 A 2014 || Reservatório Direção Hidráulica Para Ford Fiesta 2002 A 2014,7895141639546,"R$ 20,75|R$ 21,15|R$ 23,65",Premium,39.02,24.0,cadastro_fotos/452.png
453,6 Point Blade,Acessório para roçadeiras,"Tianmen Fengcheng Trading Co. Ltd.
",10.41,24.0,,"Lâmina de 6 pontas, Material: Metal, caixa de papelão",,,,25/03/2026 12:53,453,SKU 453,453,SKU 453,6 Point Blade,"6 Point Blade, Material: Metal, cardboard box","Lâmina de 6 pontas, Material: Metal, caixa de papelão",Material: Metal,Material: Metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Acessório para roçadeiras,Em aparelhos compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Lâmina de 6 pontas,"Lâmina de 6 pontas, Material: Metal, caixa de papelão",,,,,10.41,24.0,cadastro_fotos/453.png
454,Vehicle handbrake release button,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",59.81,24.0,,"Botão de liberação do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",MLB4192475945,MLB4192475945|MLB5530093628|MLB5671293580|MLB5671294838,4.0,25/03/2026 12:53,454,SKU 454,454,SKU 454,Vehicle handbrake release button,"Vehicle handbrake release button, Material: Plastic and metal, cardboard box","Botão de liberação do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",Material: Plastic and metal,Material: Plástico e metal,cardboard box,caixa de papelão,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Botão de liberação do freio de mão do veículo,"Botão de liberação do freio de mão do veículo, Material: Plástico e metal, caixa de papelão",Botão Freio De Mão Civic 2016 2017 2018 8 Pinos 35355tbaa01 || Botão Freio De Mão Honda Civic 2016 2017 2018 || Botão Freio Mão Honda Civic 2016 2017 2018 || Botão Liberação Freio Mão Honda Civic 2016 2017 2018,7895141645844|7895141647169,"R$ 19,85|R$ 20,75|R$ 22,55",Clássico|Premium,59.81,24.0,cadastro_fotos/454.png
455-1,"Vehicle valve cover sealing gasket, Rigth side",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Junta de vedação da tampa de válvulas do veículo, lado direito, Material: Borracha, embalagem plástica",,,,25/03/2026 12:53,455-1,SKU 455-1,455-1,SKU 455-1,"Vehicle valve cover sealing gasket, Rigth side","Vehicle valve cover sealing gasket, Rigth side, Material: Rubber, plastic bag","Junta de vedação da tampa de válvulas do veículo, lado direito, Material: Borracha, embalagem plástica",Material: Rubber,Material: Borracha,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Junta de vedação da tampa de válvulas do veículo, lado direito","Junta de vedação da tampa de válvulas do veículo, lado direito, Material: Borracha, embalagem plástica",,,,,,,cadastro_fotos/455-1.png
455-2,"Vehicle valve cover sealing gasket, Left side",Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Junta de vedação da tampa de válvulas do veículo, lado esquerdo, Material: Borracha, saco plástico",,,,25/03/2026 12:53,455-2,SKU 455-2,455-2,SKU 455-2,"Vehicle valve cover sealing gasket, Left side","Vehicle valve cover sealing gasket, Left side, Material: Rubber, plastic bag","Junta de vedação da tampa de válvulas do veículo, lado esquerdo, Material: Borracha, saco plástico",Material: Rubber,Material: Borracha,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Junta de vedação da tampa de válvulas do veículo, lado esquerdo","Junta de vedação da tampa de válvulas do veículo, lado esquerdo, Material: Borracha, saco plástico",,,,,,,cadastro_fotos/455-2.png
455-K,Vehicle valve cover gasket assembly,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Conjunto de junta da tampa de válvulas do veículo, Material: Borracha, saco plástico",,,,25/03/2026 12:53,455-K,SKU 455-K,455-K,SKU 455-K,Vehicle valve cover gasket assembly,"Vehicle valve cover gasket assembly, Material: Rubber, plastic bag","Conjunto de junta da tampa de válvulas do veículo, Material: Borracha, saco plástico",Material: Rubber,Material: Borracha,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Conjunto da junta da tampa de válvulas do veículo,"Conjunto de junta da tampa de válvulas do veículo, Material: Borracha, saco plástico",,,,,,,cadastro_fotos/455-K.png
456,Vehicle handbrake control lever,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",121.44,24.0,,"Alavanca de controle do freio de mão do veículo, Material: Metal, saco plástico",MLB3840995325,MLB3840995325|MLB5054931426|MLB5054983076|MLB5055031430,4.0,25/03/2026 12:53,456,SKU 456,456,SKU 456,Vehicle handbrake control lever,"Vehicle handbrake control lever, Material: Metal, plastic bag","Alavanca de controle do freio de mão do veículo, Material: Metal, saco plástico",Material: Metal,Material: Metal,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Alavanca de controle do freio de mão do veículo,"Alavanca de controle do freio de mão do veículo, Material: Metal, saco plástico",Alavanca Do Freio De Mão - Jac J3 || Alavanca Do Freio De Mão Jac J3 2010 Ao 2013 Original || Alavanca Puxador Do Freio De Mão Estacioname Jac J3 Original,"7895141640788|7895141640788,7895141644793","R$ 23,65|R$ 24,65",Clássico|Premium,121.44,24.0,cadastro_fotos/456.png
457,Vehicle handbrake control lever,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",,,,"Alavanca de controle do freio de mão do veículo, Material: Plástico, saco plástico",,,,25/03/2026 12:53,457,SKU 457,457,SKU 457,Vehicle handbrake control lever,"Vehicle handbrake control lever, Material: Plastic, plastic bag","Alavanca de controle do freio de mão do veículo, Material: Plástico, saco plástico",Material: Plastic,Material: Plástico,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,Alavanca de controle do freio de mão do veículo,"Alavanca de controle do freio de mão do veículo, Material: Plástico, saco plástico",,,,,,,cadastro_fotos/457.png
457-1,Vehicle front bumper grille Black,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",204.86,24.0,,"Grade dianteira do para-choque do veículo, preta. Material: Plástico. Embalagem: Saco plástico.",,,,25/03/2026 12:53,457-1,SKU 457-1,457-1,457-1,Vehicle front bumper grille Black,"Vehicle front bumper grille Black, Material: Plastic, plastic bag","Grade dianteira do para-choque do veículo, preta. Material: Plástico. Embalagem: Saco plástico.",Material: Plastic,Material: Plástico,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Grade do para-choque dianteiro do veículo, preta","Grade dianteira do para-choque do veículo, preta. Material: Plástico. Embalagem: Saco plástico.",,,,,204.86,24.0,cadastro_fotos/457-1.png
457-2,Vehicle front bumper grille Silver,Manutenção automotiva,"Tianmen Fengcheng Trading Co. Ltd.
",224.36,24.0,,"Grade dianteira do para-choque do veículo, cor prata. Material: Plástico. Embalagem: Saco plástico.",MLB3789242767,MLB3789242767,1.0,25/03/2026 12:53,457-2,SKU 457-2,457-2,457-2,Vehicle front bumper grille Silver,"Vehicle front bumper grille Silver, Material: Plastic, plastic bag","Grade dianteira do para-choque do veículo, cor prata. Material: Plástico. Embalagem: Saco plástico.",Material: Plastic,Material: Plástico,plastic bag,saco plástico,,,,0.0,,Individual Size xxCM,Manutenção automotiva,Em veículos automotores compatíveis,Revenda online,"160 - CHINA, REPÚBLICA POPULAR","Tianmen Fengcheng Trading Co. Ltd.
","Tianmen Fengcheng Trading Co. Ltd.
","Jingling Street, E-Commerce Industrial Park",S/N,Tianmen,Room 301,Hubei Province,"Grade do para-choque dianteiro do veículo, cor prata","Grade dianteira do para-choque do veículo, cor prata. Material: Plástico. Embalagem: Saco plástico.",Acessorios Mercedes W205 C180 C200 C250 Gtr Amg Grade Chrome Prateado Cromado,7895141643864,"R$ 70,25",Clássico,224.36,24.0,cadastro_fotos/457-2.png
